i_32_a,sign,i_32_b,o_32_s,o_expected,Delta,%saiso,,,,,,,,,
12074.7266,0,-10183646,-10171572,-10171571.2734,-0.726600000634789,0.00000714343911186017%,,,,,,,,,
-10183646,1,12074.7266,-10195720,-10195720.7266,0.726600000634789,-0.00000712651925370156%,,,,,,,,,
12074.7266,1,-10183646,10195720,10195720.7266,-0.726600000634789,-0.00000712651925370156%,,,,,,,,,
-3437075.5,0,95974.4609,-3341101,-3341101.0391,0.0391000001691282,-0.00000117027290439743%,,,,,,,,,
95974.4609,0,-3437075.5,-3341101,-3341101.0391,0.0391000001691282,-0.00000117027290439743%,,,,,,,,,
-3437075.5,1,95974.4609,-3533050,-3533049.9609,-0.0391000001691282,0.00000110669253483095%,,,,,,,,,
95974.4609,1,-3437075.5,3533050,3533049.9609,0.0391000001691282,0.00000110669253483095%,,,,,,,,,
2381933,0,32034.5117,2413967.5,2413967.5117,-0.0117000001482666,-0.00000048467927143009%,,,,,,,,,
32034.5117,0,2381933,2413967.5,2413967.5117,-0.0117000001482666,-0.00000048467927143009%,,,,,,,,,
2381933,1,32034.5117,2349898.5,2349898.4883,0.0117000001482666,0.00000049789385399072%,,,,,,,,,
32034.5117,1,2381933,-2349898.5,-2349898.4883,-0.0117000001482666,0.00000049789385399072%,,,,,,,,,
-10863250,0,76852.4375,-10786397,-10786397.5625,0.5625,-0.00000521490142321092%,,,,,,,,,
76852.4375,0,-10863250,-10786397,-10786397.5625,0.5625,-0.00000521490142321092%,,,,,,,,,
-10863250,1,76852.4375,-10940103,-10940102.4375,-0.5625,0.00000514163375721133%,,,,,,,,,
76852.4375,1,-10863250,10940103,10940102.4375,0.5625,0.00000514163375721133%,,,,,,,,,
-19096262,0,37124.6094,-19059138,-19059137.3906,-0.609400000423193,0.00000319741648288736%,,,,,,,,,
37124.6094,0,-19096262,-19059138,-19059137.3906,-0.609400000423193,0.00000319741648288736%,,,,,,,,,
-19096262,1,37124.6094,-19133386,-19133386.6094,0.609400000423193,-0.00000318500855527480%,,,,,,,,,
37124.6094,1,-19096262,19133386,19133386.6094,-0.609400000423193,-0.00000318500855527480%,,,,,,,,,
-8231730,0,44934.9297,-8186795,-8186795.0703,0.0702999997884035,-0.00000085869988420056%,,,,,,,,,
44934.9297,0,-8231730,-8186795,-8186795.0703,0.0702999997884035,-0.00000085869988420056%,,,,,,,,,
-8231730,1,44934.9297,-8276665,-8276664.9297,-0.0702999997884035,0.00000084937593083102%,,,,,,,,,
44934.9297,1,-8231730,8276665,8276664.9297,0.0702999997884035,0.00000084937593083102%,,,,,,,,,
-3732471.25,0,82681.9297,-3649789.5,-3649789.3203,-0.179700000211597,0.00000492357186789143%,,,,,,,,,
82681.9297,0,-3732471.25,-3649789.5,-3649789.3203,-0.179700000211597,0.00000492357186789143%,,,,,,,,,
-3732471.25,1,82681.9297,-3815153,-3815153.1797,0.179700000211597,-0.00000471016474955082%,,,,,,,,,
82681.9297,1,-3732471.25,3815153,3815153.1797,-0.179700000211597,-0.00000471016474955082%,,,,,,,,,
-9574400,0,60158.5469,-9514241,-9514241.4531,0.453099999576807,-0.00000476233446260894%,,,,,,,,,
60158.5469,0,-9574400,-9514241,-9514241.4531,0.453099999576807,-0.00000476233446260894%,,,,,,,,,
-9574400,1,60158.5469,-9634558,-9634558.5469,0.546900000423193,-0.00000567644067718248%,,,,,,,,,
60158.5469,1,-9574400,9634558,9634558.5469,-0.546900000423193,-0.00000567644067718248%,,,,,,,,,
-1165835.875,0,86807.3359,-1079028.625,-1079028.5391,-0.0859000000637025,0.00000796086451386636%,,,,,,,,,
86807.3359,0,-1165835.875,-1079028.625,-1079028.5391,-0.0859000000637025,0.00000796086451386636%,,,,,,,,,
-1165835.875,1,86807.3359,-1252643.125,-1252643.2109,0.0859000000637025,-0.00000685749935147016%,,,,,,,,,
86807.3359,1,-1165835.875,1252643.125,1252643.2109,-0.0859000000637025,-0.00000685749935147016%,,,,,,,,,
176954.1406,0,22607.3379,199561.4688,199561.4785,-0.00970000002416782,-0.00000486065752623086%,,,,,,,,,
22607.3379,0,176954.1406,199561.4688,199561.4785,-0.00970000002416782,-0.00000486065752623086%,,,,,,,,,
176954.1406,1,22607.3379,154346.8125,154346.8027,0.00979999999981374,0.00000634933787314127%,,,,,,,,,
22607.3379,1,176954.1406,-154346.8125,-154346.8027,-0.00979999999981374,0.00000634933787314127%,,,,,,,,,
612240.4375,0,85841.4609,698081.9375,698081.8984,0.0390999999362975,0.00000560106199944656%,,,,,,,,,
85841.4609,0,612240.4375,698081.9375,698081.8984,0.0390999999362975,0.00000560106199944656%,,,,,,,,,
612240.4375,1,85841.4609,526398.9375,526398.9766,-0.0390999999362975,-0.00000742782597885042%,,,,,,,,,
85841.4609,1,612240.4375,-526398.9375,-526398.9766,0.0390999999362975,-0.00000742782597885042%,,,,,,,,,
-1913169.875,0,5614.8306,-1907555.125,-1907555.0444,-0.080599999986589,0.00000422530402062085%,,,,,,,,,
5614.8306,0,-1913169.875,-1907555.125,-1907555.0444,-0.080599999986589,0.00000422530402062085%,,,,,,,,,
-1913169.875,1,5614.8306,-1918784.625,-1918784.7056,0.080599999986589,-0.00000420057548673161%,,,,,,,,,
5614.8306,1,-1913169.875,1918784.625,1918784.7056,-0.080599999986589,-0.00000420057548673161%,,,,,,,,,
17979986,0,-2599.8308,17977386,17977386.1692,-0.169199999421835,-0.00000094118242679639%,,,,,,,,,
-2599.8308,0,17979986,17977386,17977386.1692,-0.169199999421835,-0.00000094118242679639%,,,,,,,,,
17979986,1,-2599.8308,17982586,17982585.8308,0.169199999421835,0.00000094091028405956%,,,,,,,,,
-2599.8308,1,17979986,-17982586,-17982585.8308,-0.169199999421835,0.00000094091028405956%,,,,,,,,,
-2894273.5,0,48198.1562,-2846075.5,-2846075.3438,-0.156200000084937,0.00000548825948776123%,,,,,,,,,
48198.1562,0,-2894273.5,-2846075.5,-2846075.3438,-0.156200000084937,0.00000548825948776123%,,,,,,,,,
-2894273.5,1,48198.1562,-2942471.5,-2942471.6562,0.156200000084937,-0.00000530846235190786%,,,,,,,,,
48198.1562,1,-2894273.5,2942471.5,2942471.6562,-0.156200000084937,-0.00000530846235190786%,,,,,,,,,
-14970196,0,46358.2148,-14923838,-14923837.7852,-0.214800000190735,0.00000143930806058313%,,,,,,,,,
46358.2148,0,-14970196,-14923838,-14923837.7852,-0.214800000190735,0.00000143930806058313%,,,,,,,,,
-14970196,1,46358.2148,-15016554,-15016554.2148,0.214800000190735,-0.00000143042136776646%,,,,,,,,,
46358.2148,1,-14970196,15016554,15016554.2148,-0.214800000190735,-0.00000143042136776646%,,,,,,,,,
-18399494,0,90261.3047,-18309234,-18309232.6953,-1.30469999834895,0.00000712591303011769%,,,,,,,,,
90261.3047,0,-18399494,-18309234,-18309232.6953,-1.30469999834895,0.00000712591303011769%,,,,,,,,,
-18399494,1,90261.3047,-18489754,-18489755.3047,1.30469999834895,-0.00000705633999394953%,,,,,,,,,
90261.3047,1,-18399494,18489754,18489755.3047,-1.30469999834895,-0.00000705633999394953%,,,,,,,,,
-2057902.875,0,2333.9895,-2055568.875,-2055568.8855,0.0105000000912696,-0.00000051080750274713%,,,,,,,,,
2333.9895,0,-2057902.875,-2055568.875,-2055568.8855,0.0105000000912696,-0.00000051080750274713%,,,,,,,,,
-2057902.875,1,2333.9895,-2060236.875,-2060236.8645,-0.0105000000912696,0.00000050965014131120%,,,,,,,,,
2333.9895,1,-2057902.875,2060236.875,2060236.8645,0.0105000000912696,0.00000050965014131120%,,,,,,,,,
18544070,0,59520.4258,18603590,18603590.4258,-0.425799999386072,-0.00000228880549206007%,,,,,,,,,
59520.4258,0,18544070,18603590,18603590.4258,-0.425799999386072,-0.00000228880549206007%,,,,,,,,,
18544070,1,59520.4258,18484550,18484549.5742,0.425799999386072,0.00000230354544305687%,,,,,,,,,
59520.4258,1,18544070,-18484550,-18484549.5742,-0.425799999386072,0.00000230354544305687%,,,,,,,,,
13211127,0,-1858.7284,13209269,13209268.2716,0.728399999439716,0.00000551430998646443%,,,,,,,,,
-1858.7284,0,13211127,13209269,13209268.2716,0.728399999439716,0.00000551430998646443%,,,,,,,,,
13211127,1,-1858.7284,13212985,13212985.7284,-0.728399999439716,-0.00000551275854233380%,,,,,,,,,
-1858.7284,1,13211127,-13212985,-13212985.7284,0.728399999439716,-0.00000551275854233380%,,,,,,,,,
-8631040,0,23029.4883,-8608010,-8608010.5117,0.511700000613928,-0.00000594446300824593%,,,,,,,,,
23029.4883,0,-8631040,-8608010,-8608010.5117,0.511700000613928,-0.00000594446300824593%,,,,,,,,,
-8631040,1,23029.4883,-8654070,-8654069.4883,-0.511700000613928,0.00000591282518941786%,,,,,,,,,
23029.4883,1,-8631040,8654070,8654069.4883,0.511700000613928,0.00000591282518941786%,,,,,,,,,
-10593022,0,-944.017,-10593966,-10593966.017,0.017000000923872,-0.00000016046871300694%,,,,,,,,,
-944.017,0,-10593022,-10593966,-10593966.017,0.017000000923872,-0.00000016046871300694%,,,,,,,,,
-10593022,1,-944.017,-10592078,-10592077.983,-0.017000000923872,0.00000016049731649594%,,,,,,,,,
-944.017,1,-10593022,10592078,10592077.983,0.017000000923872,0.00000016049731649594%,,,,,,,,,
19453614,0,61324.6602,19514940,19514938.6602,1.33980000019073,0.00000686550966682364%,,,,,,,,,
61324.6602,0,19453614,19514940,19514938.6602,1.33980000019073,0.00000686550966682364%,,,,,,,,,
19453614,1,61324.6602,19392288,19392289.3398,-1.33980000019073,-0.00000690893156921385%,,,,,,,,,
61324.6602,1,19453614,-19392288,-19392289.3398,1.33980000019073,-0.00000690893156921385%,,,,,,,,,
6166495.5,0,55912.6406,6222408,6222408.1406,-0.140599999576807,-0.00000225957533481964%,,,,,,,,,
55912.6406,0,6166495.5,6222408,6222408.1406,-0.140599999576807,-0.00000225957533481964%,,,,,,,,,
6166495.5,1,55912.6406,6110583,6110582.8594,0.140599999576807,0.00000230092616059563%,,,,,,,,,
55912.6406,1,6166495.5,-6110583,-6110582.8594,-0.140599999576807,0.00000230092616059563%,,,,,,,,,
-5154424,0,28695.9863,-5125728,-5125728.0137,0.0137000000104308,-0.00000026727910598872%,,,,,,,,,
28695.9863,0,-5154424,-5125728,-5125728.0137,0.0137000000104308,-0.00000026727910598872%,,,,,,,,,
-5154424,1,28695.9863,-5183120,-5183119.9863,-0.0137000000104308,0.00000026431956131910%,,,,,,,,,
28695.9863,1,-5154424,5183120,5183119.9863,0.0137000000104308,0.00000026431956131910%,,,,,,,,,
17082374,0,60680.0742,17143054,17143054.0742,-0.0742000006139278,-0.00000043282836472877%,,,,,,,,,
60680.0742,0,17082374,17143054,17143054.0742,-0.0742000006139278,-0.00000043282836472877%,,,,,,,,,
17082374,1,60680.0742,17021694,17021693.9258,0.0742000006139278,0.00000043591431579828%,,,,,,,,,
60680.0742,1,17082374,-17021694,-17021693.9258,-0.0742000006139278,0.00000043591431579828%,,,,,,,,,
-12526356,0,64751.7578,-12461604,-12461604.2422,0.242200000211596,-0.00000194356998909827%,,,,,,,,,
64751.7578,0,-12526356,-12461604,-12461604.2422,0.242200000211596,-0.00000194356998909827%,,,,,,,,,
-12526356,1,64751.7578,-12591108,-12591107.7578,-0.242200000211596,0.00000192357975859239%,,,,,,,,,
64751.7578,1,-12526356,12591108,12591107.7578,0.242200000211596,0.00000192357975859239%,,,,,,,,,
16867836,0,62572.9102,16930410,16930408.9102,1.08980000019073,0.00000643693844591177%,,,,,,,,,
62572.9102,0,16867836,16930410,16930408.9102,1.08980000019073,0.00000643693844591177%,,,,,,,,,
16867836,1,62572.9102,16805262,16805263.0898,-1.08980000019073,-0.00000648487318744919%,,,,,,,,,
62572.9102,1,16867836,-16805262,-16805263.0898,1.08980000019073,-0.00000648487318744919%,,,,,,,,,
1327095.25,0,55209.5977,1382304.875,1382304.8477,0.0272999999579042,0.00000197496232494072%,,,,,,,,,
55209.5977,0,1327095.25,1382304.875,1382304.8477,0.0272999999579042,0.00000197496232494072%,,,,,,,,,
1327095.25,1,55209.5977,1271885.625,1271885.6523,-0.0272999999579042,-0.00000214641936628002%,,,,,,,,,
55209.5977,1,1327095.25,-1271885.625,-1271885.6523,0.0272999999579042,-0.00000214641936628002%,,,,,,,,,
6577358,0,62547.4922,6639905.5,6639905.4922,0.00779999978840351,0.00000011747154831596%,,,,,,,,,
62547.4922,0,6577358,6639905.5,6639905.4922,0.00779999978840351,0.00000011747154831596%,,,,,,,,,
6577358,1,62547.4922,6514810.5,6514810.5078,-0.00779999978840351,-0.00000011972719358552%,,,,,,,,,
62547.4922,1,6577358,-6514810.5,-6514810.5078,0.00779999978840351,-0.00000011972719358552%,,,,,,,,,
-7976374,0,47110.3047,-7929264,-7929263.6953,-0.304700000211596,0.00000384272754596628%,,,,,,,,,
47110.3047,0,-7976374,-7929264,-7929263.6953,-0.304700000211596,0.00000384272754596628%,,,,,,,,,
-7976374,1,47110.3047,-8023484,-8023484.3047,0.304700000211596,-0.00000379760199734060%,,,,,,,,,
47110.3047,1,-7976374,8023484,8023484.3047,-0.304700000211596,-0.00000379760199734060%,,,,,,,,,
-197492.9219,0,62317.4492,-135175.4688,-135175.4727,0.00389999998151325,-0.00000288513877822248%,,,,,,,,,
62317.4492,0,-197492.9219,-135175.4688,-135175.4727,0.00389999998151325,-0.00000288513877822248%,,,,,,,,,
-197492.9219,1,62317.4492,-259810.375,-259810.3711,-0.00390000001061708,0.00000150109481546292%,,,,,,,,,
62317.4492,1,-197492.9219,259810.375,259810.3711,0.00390000001061708,0.00000150109481546292%,,,,,,,,,
15311026,0,62676.1406,15373702,15373702.1406,-0.140599999576807,-0.00000091454874233253%,,,,,,,,,
62676.1406,0,15311026,15373702,15373702.1406,-0.140599999576807,-0.00000091454874233253%,,,,,,,,,
15311026,1,62676.1406,15248350,15248349.8594,0.140599999576807,0.00000092206698346531%,,,,,,,,,
62676.1406,1,15311026,-15248350,-15248349.8594,-0.140599999576807,0.00000092206698346531%,,,,,,,,,
4057564.5,0,74205.4141,4131769.75,4131769.9141,-0.164100000169128,-0.00000397166356260845%,,,,,,,,,
74205.4141,0,4057564.5,4131769.75,4131769.9141,-0.164100000169128,-0.00000397166356260845%,,,,,,,,,
4057564.5,1,74205.4141,3983359.25,3983359.0859,0.164100000169128,0.00000411963864242110%,,,,,,,,,
74205.4141,1,4057564.5,-3983359.25,-3983359.0859,-0.164100000169128,0.00000411963864242110%,,,,,,,,,
-10776848,0,21126.8008,-10755721,-10755721.1992,0.199200000613928,-0.00000185203759863861%,,,,,,,,,
21126.8008,0,-10776848,-10755721,-10755721.1992,0.199200000613928,-0.00000185203759863861%,,,,,,,,,
-10776848,1,21126.8008,-10797975,-10797974.8008,-0.199200000613928,0.00000184479038235179%,,,,,,,,,
21126.8008,1,-10776848,10797975,10797974.8008,0.199200000613928,0.00000184479038235179%,,,,,,,,,
19510036,0,35289.3281,19545324,19545325.3281,-1.32809999957681,-0.00000679497515279226%,,,,,,,,,
35289.3281,0,19510036,19545324,19545325.3281,-1.32809999957681,-0.00000679497515279226%,,,,,,,,,
19510036,1,35289.3281,19474748,19474746.6719,1.32809999957681,0.00000681960090137201%,,,,,,,,,
35289.3281,1,19510036,-19474748,-19474746.6719,-1.32809999957681,0.00000681960090137201%,,,,,,,,,
11880070,0,34889.1055,11914959,11914959.1055,-0.105499999597669,-0.00000088544155849406%,,,,,,,,,
34889.1055,0,11880070,11914959,11914959.1055,-0.105499999597669,-0.00000088544155849406%,,,,,,,,,
11880070,1,34889.1055,11845181,11845180.8945,0.105499999597669,0.00000089065756392674%,,,,,,,,,
34889.1055,1,11880070,-11845181,-11845180.8945,-0.105499999597669,0.00000089065756392674%,,,,,,,,,
8678258,0,94825.9375,8773084,8773083.9375,0.0625,0.00000071240626950858%,,,,,,,,,
94825.9375,0,8678258,8773084,8773083.9375,0.0625,0.00000071240626950858%,,,,,,,,,
8678258,1,94825.9375,8583432,8583432.0625,-0.0625,-0.00000072814696434839%,,,,,,,,,
94825.9375,1,8678258,-8583432,-8583432.0625,0.0625,-0.00000072814696434839%,,,,,,,,,
11490261,0,49849.1367,11540110,11540110.1367,-0.136700000613928,-0.00000118456408989714%,,,,,,,,,
49849.1367,0,11490261,11540110,11540110.1367,-0.136700000613928,-0.00000118456408989714%,,,,,,,,,
11490261,1,49849.1367,11440412,11440411.8633,0.136700000613928,0.00000119488705692888%,,,,,,,,,
49849.1367,1,11490261,-11440412,-11440411.8633,-0.136700000613928,0.00000119488705692888%,,,,,,,,,
-3094471.75,0,77556.5703,-3016915.25,-3016915.1797,-0.0702999997884035,0.00000233019477184619%,,,,,,,,,
77556.5703,0,-3094471.75,-3016915.25,-3016915.1797,-0.0702999997884035,0.00000233019477184619%,,,,,,,,,
-3094471.75,1,77556.5703,-3172028.25,-3172028.3203,0.0702999997884035,-0.00000221624754541141%,,,,,,,,,
77556.5703,1,-3094471.75,3172028.25,3172028.3203,-0.0702999997884035,-0.00000221624754541141%,,,,,,,,,
2946373,0,17569.3301,2963942.5,2963942.3301,0.169900000095367,0.00000573223029240367%,,,,,,,,,
17569.3301,0,2946373,2963942.5,2963942.3301,0.169900000095367,0.00000573223029240367%,,,,,,,,,
2946373,1,17569.3301,2928803.5,2928803.6699,-0.169900000095367,-0.00000580100338720104%,,,,,,,,,
17569.3301,1,2946373,-2928803.5,-2928803.6699,0.169900000095367,-0.00000580100338720104%,,,,,,,,,
4064420.75,0,3529.9937,4067950.75,4067950.7437,0.00630000000819564,0.00000015486913203048%,,,,,,,,,
3529.9937,0,4064420.75,4067950.75,4067950.7437,0.00630000000819564,0.00000015486913203048%,,,,,,,,,
4064420.75,1,3529.9937,4060890.75,4060890.7563,-0.00630000000819564,-0.00000015513837692930%,,,,,,,,,
3529.9937,1,4064420.75,-4060890.75,-4060890.7563,0.00630000000819564,-0.00000015513837692930%,,,,,,,,,
-13261142,0,71773.0781,-13189369,-13189368.9219,-0.078099999576807,0.00000059214356683228%,,,,,,,,,
71773.0781,0,-13261142,-13189369,-13189368.9219,-0.078099999576807,0.00000059214356683228%,,,,,,,,,
-13261142,1,71773.0781,-13332915,-13332915.0781,0.078099999576807,-0.00000058576837187758%,,,,,,,,,
71773.0781,1,-13261142,13332915,13332915.0781,-0.078099999576807,-0.00000058576837187758%,,,,,,,,,
216008.375,0,48272.0938,264280.4688,264280.4688,0,0.00000000000000000000%,,,,,,,,,
48272.0938,0,216008.375,264280.4688,264280.4688,0,0.00000000000000000000%,,,,,,,,,
216008.375,1,48272.0938,167736.2812,167736.2812,0,0.00000000000000000000%,,,,,,,,,
48272.0938,1,216008.375,-167736.2812,-167736.2812,0,0.00000000000000000000%,,,,,,,,,
821169.8125,0,83612.1016,904781.875,904781.9141,-0.0390999999362975,-0.00000432148336819828%,,,,,,,,,
83612.1016,0,821169.8125,904781.875,904781.9141,-0.0390999999362975,-0.00000432148336819828%,,,,,,,,,
821169.8125,1,83612.1016,737557.75,737557.7109,0.0390999999362975,0.00000530128007048913%,,,,,,,,,
83612.1016,1,821169.8125,-737557.75,-737557.7109,-0.0390999999362975,0.00000530128007048913%,,,,,,,,,
-5893830,0,67231.7578,-5826598,-5826598.2422,0.242200000211596,-0.00000415679939037889%,,,,,,,,,
67231.7578,0,-5893830,-5826598,-5826598.2422,0.242200000211596,-0.00000415679939037889%,,,,,,,,,
-5893830,1,67231.7578,-5961061.5,-5961061.7578,0.257799999788403,-0.00000432473291274116%,,,,,,,,,
67231.7578,1,-5893830,5961061.5,5961061.7578,-0.257799999788403,-0.00000432473291274116%,,,,,,,,,
-8933452,0,948.5185,-8932503,-8932503.4815,0.481499999761581,-0.00000539042610796414%,,,,,,,,,
948.5185,0,-8933452,-8932503,-8932503.4815,0.481499999761581,-0.00000539042610796414%,,,,,,,,,
-8933452,1,948.5185,-8934400,-8934400.5185,0.518500000238419,-0.00000580341119882400%,,,,,,,,,
948.5185,1,-8933452,8934400,8934400.5185,-0.518500000238419,-0.00000580341119882400%,,,,,,,,,
8141887.5,0,90862.6328,8232750,8232750.1328,-0.132799999788404,-0.00000161306972331538%,,,,,,,,,
90862.6328,0,8141887.5,8232750,8232750.1328,-0.132799999788404,-0.00000161306972331538%,,,,,,,,,
8141887.5,1,90862.6328,8051025,8051024.8672,0.132799999788404,0.00000164947943869150%,,,,,,,,,
90862.6328,1,8141887.5,-8051025,-8051024.8672,-0.132799999788404,0.00000164947943869150%,,,,,,,,,
15740630,0,17061.293,15757691,15757691.293,-0.292999999597669,-0.00000185940944107610%,,,,,,,,,
17061.293,0,15740630,15757691,15757691.293,-0.292999999597669,-0.00000185940944107610%,,,,,,,,,
15740630,1,17061.293,15723569,15723568.707,0.292999999597669,0.00000186344464833373%,,,,,,,,,
17061.293,1,15740630,-15723569,-15723568.707,-0.292999999597669,0.00000186344464833373%,,,,,,,,,
-6671546,0,7332.9004,-6664213,-6664213.0996,0.0996000003069639,-0.00000149455005142231%,,,,,,,,,
7332.9004,0,-6671546,-6664213,-6664213.0996,0.0996000003069639,-0.00000149455005142231%,,,,,,,,,
-6671546,1,7332.9004,-6678879,-6678878.9004,-0.0996000003069639,0.00000149126824714547%,,,,,,,,,
7332.9004,1,-6671546,6678879,6678878.9004,0.0996000003069639,0.00000149126824714547%,,,,,,,,,
-19383212,0,6028.4082,-19377184,-19377183.5918,-0.40819999948144,0.00000210660128984989%,,,,,,,,,
6028.4082,0,-19383212,-19377184,-19377183.5918,-0.40819999948144,0.00000210660128984989%,,,,,,,,,
-19383212,1,6028.4082,-19389240,-19389240.4082,0.40819999948144,-0.00000210529134142256%,,,,,,,,,
6028.4082,1,-19383212,19389240,19389240.4082,-0.40819999948144,-0.00000210529134142256%,,,,,,,,,
-2037602.25,0,51912,-1985690.25,-1985690.25,0,0.00000000000000000000%,,,,,,,,,
51912,0,-2037602.25,-1985690.25,-1985690.25,0,0.00000000000000000000%,,,,,,,,,
-2037602.25,1,51912,-2089514.25,-2089514.25,0,0.00000000000000000000%,,,,,,,,,
51912,1,-2037602.25,2089514.25,2089514.25,0,0.00000000000000000000%,,,,,,,,,
17629650,0,58006.7109,17687658,17687656.7109,1.28909999877214,0.00000728813330019989%,,,,,,,,,
58006.7109,0,17629650,17687658,17687656.7109,1.28909999877214,0.00000728813330019989%,,,,,,,,,
17629650,1,58006.7109,17571642,17571643.2891,-1.28909999877214,-0.00000733625180959481%,,,,,,,,,
58006.7109,1,17629650,-17571642,-17571643.2891,1.28909999877214,-0.00000733625180959481%,,,,,,,,,
